fleet_id,month,miles_driven,autonomous_miles,manual_miles,autonomous_hours,manual_override_count,disengagement_count,near_miss_events,emergency_braking_events,sensor_failure_events,weather_risk_score,congestion_score,route_complexity_score,pedestrian_density_score,construction_zone_exposure,ai_confidence_avg,claim_count,incurred_loss,earned_premium,written_premium,client_name,client_type,fleet_size,operating_region,primary_state,urban_density_score,account_tenure_months,autonomy_level,vehicle_type,annual_mileage_estimate,average_trip_volume_monthly,safety_program_score,maintenance_score,client_growth_rate,account_manager,claim_frequency,claim_severity,loss_ratio,autonomous_mile_pct,manual_override_rate,disengagement_rate,near_miss_rate,emergency_braking_rate,sensor_failure_rate,software_stability_score,environmental_risk_score,operational_complexity_score,portfolio_risk_score,underwriting_risk_tier
FLT-0001,2024-01-01,69153.31,28864.29,40289.03,1198.82,28,14,46,45,6,50.49909090909091,71.54545454545455,82.48181818181818,72.62727272727273,0.10068181818181818,0.8727727272727273,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.4173956387626276,0.9700567725726148,0.4850283862863074,0.6651886945107905,0.6507280707170777,0.20786930840841744,97.29769899069058,55.2280909090909,40.34018654666267,24.611864818483852,Low
FLT-0001,2024-02-01,70924.02,29754.59,41169.46,1215.03,28,26,42,47,3,48.425000000000004,75.99727272727273,79.99090909090908,72.63863636363637,0.11572727272727272,0.8745,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.41952768610690705,0.9410312829045872,0.8738147626971167,0.5921830150067636,0.6626809929837593,0.10082478031120577,96.77360703004142,55.843636363636364,39.05910691617867,24.414704001771945,Low
FLT-0001,2024-03-01,69192.86,28300.48,40892.369999999995,1171.85,30,21,40,29,1,47.48409090909092,70.34772727272728,81.62863636363636,73.89636363636363,0.14622727272727273,0.8688636363636363,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.4090086751725539,1.0600526916857946,0.7420368841800563,0.5780943293860089,0.41911838880485647,0.03533508972285983,97.56187880912267,54.873863636363645,40.076731288114054,24.475155549301242,Low
FLT-0001,2024-04-01,66939.23,27866.95,39072.27,1181.18,38,27,41,37,4,42.98954545454546,70.18363636363637,80.90045454545454,72.48863636363636,0.12440909090909091,0.8608636363636364,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.4163022191919447,1.3636224990535384,0.9688896703801456,0.6124958413773209,0.5527401495356311,0.14353921042668824,96.23209572629943,52.58054545454545,40.54925580274118,24.134623041594388,Low
FLT-0001,2024-05-01,72061.66,30316.38,41745.31,1251.01,25,16,40,49,4,40.28181818181818,70.84454545454545,77.84636363636363,72.70227272727273,0.12327272727272728,0.8789090909090909,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.4207005500567153,0.8246367145417757,0.5277674973067364,0.5550801910475002,0.6799732340331877,0.1319418743266841,97.62504626211968,51.83443181818182,37.758551651975075,23.287724276630136,Low
FLT-0001,2024-06-01,71010.63,27965.94,43044.71,1173.81,31,11,53,61,5,35.45318181818182,78.64954545454545,78.23727272727272,72.09318181818182,0.10790909090909091,0.8619090909090908,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.3938275156832153,1.108491257579756,0.39333560752830055,0.7463671284144359,0.8590263176090678,0.17878891251286386,97.74725970233791,51.712931818181815,38.87364142531945,23.542196719966228,Low
FLT-0001,2024-07-01,69007.53,28482.71,40524.85,1231.12,22,15,38,47,1,42.51181818181818,76.00272727272727,79.50454545454545,71.86090909090909,0.15395454545454546,0.8908181818181817,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.4127478551978313,0.7723984129319156,0.5266352815444879,0.5506645434201166,0.6810850931775126,0.03510901876963253,98.20944004274875,54.15436363636364,38.36883893897938,23.904282462017576,Low
FLT-0001,2024-08-01,68613.01,27075.36,41537.65,1140.4,43,21,48,47,4,46.26954545454546,73.83681818181817,79.57181818181817,73.15681818181818,0.11581818181818182,0.8793636363636363,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.3946097103158716,1.5881598619556674,0.7756129558388143,0.6995757801618091,0.6850012847417714,0.1477358011121551,96.78674632581063,54.68002272727272,40.61720877290153,24.57150673867993,Low
FLT-0001,2024-09-01,67008.47,26772.15,40236.31,1136.39,30,23,30,51,4,45.904545454545456,78.01227272727273,81.80045454545454,75.40772727272727,0.106,0.8734545454545455,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.39953382012751526,1.1205674553593938,0.8591017157755353,0.44770459615030755,0.7610978134555229,0.14940899404791919,96.52624088838587,56.01159090909091,40.148868699233404,24.720735356626534,Low
FLT-0001,2024-10-01,72541.63,30343.579999999998,42198.03,1206.05,33,13,35,31,3,49.873636363636365,71.52909090909091,74.13181818181819,71.82681818181818,0.11709090909090909,0.881909090909091,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.4182919518075345,1.0875447129178561,0.4284267050888524,0.4824815764410036,0.42734082484774605,0.09886770117435055,98.12151367768733,55.05111363636363,36.65715785584203,23.655712191233235,Low
FLT-0001,2024-11-01,70624.2,30294.86,40329.38,1206.46,22,19,30,46,4,53.309090909090905,70.55954545454546,78.3259090909091,75.53227272727273,0.11345454545454546,0.8616363636363636,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.42895862891190273,0.7261957969107631,0.6271690973320226,0.4247835727696738,0.6513348115801666,0.13203559943832055,97.326279111374,56.882954545454545,37.57188887050961,24.25076312671831,Low
FLT-0001,2024-12-01,72540.08,29435.739999999998,43104.36,1214.83,25,23,37,42,6,48.92363636363637,66.77590909090908,80.41636363636364,73.16136363636363,0.1255,0.8813636363636363,0.0,0.0,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.0,0.0,0.0,0.40578587726950394,0.8493076783529139,0.7813630640846808,0.510062850771601,0.5789902630380336,0.20383384280469935,96.43290775091776,53.99009090909091,38.92270825317185,24.009895245111146,Low
FLT-0001,2025-01-01,68998.14,28912.08,40086.08,1142.38,27,19,35,51,5,48.01181818181818,73.09409090909091,78.56045454545455,72.47954545454546,0.12195454545454544,0.8851363636363636,2.0,34214.14,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.02898628861589602,17107.07,6.692195599972095,0.4190269476829376,0.9338657059609685,0.6571647560466075,0.5072600507781804,0.7391503597053485,0.17293809369647567,96.99087716968133,55.02686363636363,38.29558087129079,82.53882257900293,Critical
FLT-0001,2025-02-01,66805.2,28635.15,38170.11,1160.65,39,19,37,47,4,44.675909090909094,72.98227272727273,81.59227272727273,76.0490909090909,0.13977272727272727,0.8575454545454545,1.0,42259.58,61350.52,134622.68,Synthetic Mobility Client 001,logistics,17,South,CO,73.82,19,3,sedan,923491,10846,85.34,88.52,0.088,Manager 10,0.01496889463694443,42259.58,8.265862457237526,0.4286365432630993,1.361962483171906,0.66352018410939,0.5538491015669439,0.7035380479363882,0.13968845981250316,97.1713086887968,54.991,40.78604785708283,81.47217932070403,Critical
